frame,timestamp,vehicles_detected,vehicles_standard,vehicles_enhanced,total_spaces,occupied,free,occupancy_rate,space_1,space_2,space_3,space_4,space_5,space_6,space_7,space_8,space_9,space_10,space_11,space_12,space_13,space_14,space_15,space_16,space_17,space_18,space_1_method,space_2_method,space_3_method,space_4_method,space_5_method,space_6_method,space_7_method,space_8_method,space_9_method,space_10_method,space_11_method,space_12_method,space_13_method,space_14_method,space_15_method,space_16_method,space_17_method,space_18_method
405,13.5,12,4,8,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
406,13.53,10,4,6,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,visual_only,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
407,13.57,11,6,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
408,13.6,11,3,8,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
409,13.63,10,4,6,18,17,1,94.4,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
410,13.67,9,4,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,visual_only,visual_only,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
411,13.7,11,6,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
412,13.73,10,6,4,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
413,13.77,11,5,6,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
414,13.8,12,5,7,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty
415,13.83,11,5,6,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty
416,13.87,12,5,7,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty
417,13.9,11,6,5,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty
418,13.93,14,6,8,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty
419,13.97,12,6,6,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,empty
420,14.0,11,3,8,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
421,14.03,10,5,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
422,14.07,12,4,8,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty
423,14.1,11,5,6,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
424,14.13,11,3,8,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
425,14.17,11,3,8,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty
426,14.2,11,4,7,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,vehicle_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty
427,14.23,12,4,8,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
428,14.27,11,7,4,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
429,14.3,11,6,5,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
430,14.33,11,5,6,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
431,14.37,11,4,7,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
432,14.4,11,4,7,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
433,14.43,11,5,6,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,vehicle+visual,visual_only,empty,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
434,14.47,11,4,7,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
435,14.5,11,5,6,18,14,4,77.8,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,free,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
436,14.53,9,5,4,18,15,3,83.3,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,visual_only,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
437,14.57,11,6,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
438,14.6,10,7,3,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
439,14.63,13,4,9,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
440,14.67,9,4,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,visual_only,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
441,14.7,9,4,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,visual_only,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,visual_only,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
442,14.73,8,6,2,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,visual_only,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,visual_only,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
443,14.77,10,7,3,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,visual_only,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
444,14.8,11,6,5,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
445,14.83,10,6,4,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
446,14.87,10,6,4,18,16,2,88.9,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,empty,vehicle+visual,visual_only,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,visual_only,visual_only,vehicle+visual,empty
